time,gFx,gFy,gFz,TgF
0.00110375,-0.0059,-0.0293,0.9164,0.917
0.001452395,-0.0063,-0.0308,0.9242,0.925
0.001700416,-0.0107,-0.0327,0.9418,0.942
0.001929166,-0.0117,-0.0356,0.9535,0.954
0.004315208,-0.0107,-0.0381,0.9721,0.973
0.004692343,-0.0098,-0.0376,0.9927,0.993
0.004965104,-0.0112,-0.0405,1.0054,1.006
0.009218906,-0.0044,-0.0459,1.0166,1.018
0.015889114,-0.0024,-0.0498,1.0244,1.026
0.016203958,0.0015,-0.0537,1.0327,1.034
0.018943593,0.0063,-0.0557,1.0400,1.042
0.019644531,0.0112,-0.0566,1.0444,1.046
0.024018854,0.0225,-0.0635,1.0425,1.045
0.024331979,0.0298,-0.0630,1.0449,1.047
0.029036927,0.0356,-0.0635,1.0425,1.045
0.029263541,0.0557,-0.0635,1.0395,1.043
0.034387604,0.1309,-0.0825,1.0395,1.051
0.0347225,0.1470,-0.0830,1.0205,1.034
0.039863645,0.1558,-0.0801,1.0097,1.025
0.040227343,0.1519,-0.0752,1.0010,1.015
0.044740052,0.1593,-0.0679,0.9927,1.008
0.045219531,0.1715,-0.0654,0.9795,0.997
0.049751979,0.1642,-0.0654,0.9668,0.983
0.050298177,0.1603,-0.0537,0.9560,0.971
0.054507916,0.1402,-0.0527,0.9433,0.955
0.05490302,0.1236,-0.0474,0.9320,0.941
0.059711979,0.1007,-0.0366,0.9262,0.932
0.060326198,0.0792,-0.0371,0.9223,0.926
0.065109843,0.0518,-0.0322,0.9228,0.925
0.06564901,0.0269,-0.0317,0.9267,0.928
0.069558333,0.0098,-0.0303,0.9306,0.931
0.069985156,-0.0137,-0.0264,0.9364,0.937
0.075075208,-0.0278,-0.0259,0.9379,0.939
0.076032135,-0.0396,-0.0269,0.9496,0.951
0.081092239,-0.0508,-0.0298,0.9575,0.959
0.081968385,-0.0591,-0.0273,0.9624,0.965
0.086572552,-0.0650,-0.0273,0.9770,0.980
0.087477968,-0.0738,-0.0332,0.9800,0.983
0.087928958,-0.0709,-0.0391,0.9873,0.991
0.093747864,-0.0748,-0.0396,0.9951,0.999
0.095640468,-0.0748,-0.0435,0.9961,1.000
0.095969635,-0.0718,-0.0469,1.0024,1.006
0.101954114,-0.0640,-0.0523,1.0122,1.016
0.102419895,-0.0606,-0.0547,1.0151,1.018
0.106170781,-0.0557,-0.0552,1.0117,1.015
0.106556145,-0.0513,-0.0610,1.0190,1.022
0.110959583,-0.0479,-0.0601,1.0127,1.016
0.111473645,-0.0391,-0.0625,1.0171,1.020
0.115986093,-0.0347,-0.0586,1.0093,1.012
0.11655625,-0.0327,-0.0610,1.0117,1.014
0.117061718,-0.0283,-0.0610,1.0097,1.012
0.119664687,-0.0273,-0.0571,1.0068,1.009
0.125496614,-0.0269,-0.0552,1.0083,1.010
0.126055625,-0.0225,-0.0508,1.0044,1.006
0.131576354,-0.0249,-0.0537,1.0058,1.008
0.132067656,-0.0190,-0.0479,1.0068,1.008
0.137863229,-0.0186,-0.0493,1.0073,1.009
0.138302864,-0.0176,-0.0420,1.0019,1.003
0.141341406,-0.0171,-0.0410,1.0063,1.007
0.141736718,-0.0122,-0.0342,1.0063,1.007
0.141898645,-0.0117,-0.0327,1.0049,1.005
0.145492968,-0.0083,-0.0278,1.0044,1.005
0.150448072,-0.0049,-0.0259,1.0039,1.004
0.150834166,-0.0068,-0.0269,1.0034,1.004
0.15689276,-0.0010,-0.0195,0.9985,0.999
0.157315416,0.0015,-0.0205,1.0010,1.001
0.157567083,0.0044,-0.0181,1.0000,1.000
0.162901406,0.0054,-0.0215,0.9975,0.998
0.165849479,0.0054,-0.0234,0.9980,0.998
0.166403645,0.0083,-0.0200,0.9936,0.994
0.17122375,0.0112,-0.0230,0.9951,0.995
0.171721666,0.0146,-0.0273,0.9927,0.993
0.175161927,0.0190,-0.0269,0.9912,0.992
0.175716458,0.0220,-0.0293,0.9883,0.989
0.18130125,0.0215,-0.0352,0.9887,0.990
0.181803229,0.0215,-0.0308,0.9878,0.988
0.186128645,0.0220,-0.0366,0.9883,0.989
0.186642395,0.0278,-0.0371,0.9819,0.983
0.186971302,0.0288,-0.0425,0.9824,0.984
0.197058593,0.0293,-0.0420,0.9824,0.984
0.198038906,0.0317,-0.0415,0.9839,0.985
0.198727343,0.0317,-0.0474,0.9829,0.985
0.202204531,0.0303,-0.0479,0.9795,0.981
0.20311651,0.0288,-0.0459,0.9790,0.980
0.205263645,0.0293,-0.0523,0.9819,0.984
0.206011666,0.0254,-0.0537,0.9873,0.989
0.211618489,0.0254,-0.0493,0.9844,0.986
0.212060416,0.0225,-0.0479,0.9902,0.992
0.212294947,0.0195,-0.0518,0.9839,0.985
0.216560833,0.0205,-0.0479,0.9853,0.987
0.221272447,0.0186,-0.0474,0.9868,0.988
0.221673645,0.0146,-0.0479,0.9868,0.988
0.225505937,0.0127,-0.0483,0.9814,0.983
0.226004895,0.0093,-0.0454,0.9834,0.984
0.231637083,0.0068,-0.0439,0.9853,0.986
0.232049322,0.0034,-0.0459,0.9844,0.985
0.237909375,0.0010,-0.0420,0.9863,0.987
0.238606562,-0.0044,-0.0415,0.9902,0.991
0.243795,-0.0049,-0.0439,0.9912,0.992
0.244224635,-0.0083,-0.0425,0.9966,0.998
0.246537864,-0.0059,-0.0415,1.0005,1.001
0.246951822,-0.0107,-0.0425,1.0078,1.009
0.247218125,-0.0132,-0.0410,1.0073,1.008
0.249782812,-0.0166,-0.0415,1.0054,1.006
0.255148437,-0.0137,-0.0405,1.0141,1.015
0.255543177,-0.0171,-0.0396,1.0176,1.018
0.260672135,-0.0181,-0.0396,1.0210,1.022
0.261205937,-0.0156,-0.0420,1.0229,1.024
0.266392968,-0.0195,-0.0449,1.0244,1.026
0.266854479,-0.0181,-0.0415,1.0249,1.026
0.270807656,-0.0161,-0.0415,1.0259,1.027
0.271165729,-0.0156,-0.0415,1.0278,1.029
0.27131427,-0.0151,-0.0430,1.0259,1.027
