time,gFx,gFy,gFz,TgF
0.003401302,0.0753,1.0271,-0.0090,1.030
0.003652136,0.0738,1.0256,-0.0085,1.028
0.003815417,0.0733,1.0256,-0.0051,1.028
0.003944844,0.0679,1.0232,-0.0042,1.025
0.004058906,0.0694,1.0193,-0.0066,1.022
0.004168125,0.0699,1.0232,-0.0061,1.026
0.004265156,0.0714,1.0232,-0.0022,1.026
0.004376875,0.0689,1.0242,-0.0032,1.026
0.00447224,0.0665,1.0261,-0.0071,1.028
0.004566511,0.0645,1.0212,-0.0090,1.023
0.006171563,0.0684,1.0227,-0.0090,1.025
0.006440417,0.0679,1.0266,-0.0134,1.029
0.006541719,0.0699,1.0251,-0.0139,1.028
0.012199063,0.0694,1.0276,-0.0164,1.030
0.015300052,0.0733,1.0242,-0.0178,1.027
0.015548073,0.0728,1.0212,-0.0173,1.024
0.020032344,0.0733,1.0217,-0.0168,1.024
0.020345365,0.0709,1.0217,-0.0217,1.024
0.025192969,0.0728,1.0227,-0.0222,1.026
0.02549625,0.0718,1.0222,-0.0198,1.025
0.030377084,0.0714,1.0222,-0.0247,1.025
0.030617969,0.0714,1.0193,-0.0261,1.022
0.030754167,0.0675,1.0276,-0.0291,1.030
0.034724479,0.0616,1.0266,-0.0305,1.029
0.039844063,0.0660,1.0290,-0.0266,1.031
0.040140886,0.0640,1.0305,-0.0242,1.033
0.044922084,0.0582,1.0339,-0.0227,1.036
0.045321563,0.0562,1.0373,-0.0247,1.039
0.050471771,0.0503,1.0408,-0.0208,1.042
0.050825886,0.0527,1.0452,-0.0203,1.047
0.055429115,0.0533,1.0427,-0.0198,1.044
0.055759531,0.0552,1.0442,-0.0154,1.046
0.055943021,0.0548,1.0422,-0.0149,1.044
0.059903073,0.0552,1.0373,-0.0100,1.039
0.064840834,0.0518,1.0403,-0.0051,1.042
0.065195938,0.0543,1.0373,-0.0085,1.039
0.070046615,0.0503,1.0315,-0.0090,1.033
0.070327136,0.0513,1.0310,-0.0056,1.032
0.075144011,0.0548,1.0266,-0.0061,1.028
0.075471615,0.0567,1.0237,-0.0076,1.025
0.080099844,0.0572,1.0188,-0.0066,1.020
0.080396563,0.0538,1.0183,-0.0081,1.020
0.08534875,0.0601,1.0134,-0.0051,1.015
0.085734479,0.0572,1.0129,-0.0081,1.015
0.08597974,0.0606,1.0119,-0.0081,1.014
0.090877865,0.0587,1.0100,-0.0061,1.012
0.096525729,0.0660,1.0100,-0.0042,1.012
0.09714125,0.0635,1.0129,-0.0027,1.015
0.100777448,0.0640,1.0090,-0.0056,1.011
0.101305573,0.0670,1.0105,-0.0017,1.013
0.109115834,0.0611,1.0119,-0.0022,1.014
0.109711979,0.0635,1.0119,-0.0046,1.014
0.112709219,0.0645,1.0134,-0.0081,1.015
0.11329375,0.0611,1.0119,-0.0085,1.014
0.116308802,0.0665,1.0154,-0.0105,1.018
0.116848854,0.0650,1.0115,-0.0139,1.014
0.12134599,0.0611,1.0193,-0.0125,1.021
0.121952865,0.0616,1.0183,-0.0095,1.020
0.122294323,0.0660,1.0212,-0.0129,1.023
0.125682969,0.0631,1.0183,-0.0173,1.020
0.13057125,0.0650,1.0202,-0.0188,1.022
0.131910261,0.0611,1.0212,-0.0168,1.023
0.135941615,0.0660,1.0237,-0.0193,1.026
0.136737084,0.0670,1.0242,-0.0203,1.027
0.14060375,0.0689,1.0266,-0.0212,1.029
0.141318281,0.0714,1.0285,-0.0237,1.031
0.146308021,0.0762,1.0305,-0.0242,1.034
0.146908281,0.0767,1.0300,-0.0208,1.033
0.147383906,0.0738,1.0290,-0.0232,1.032
0.150367709,0.0753,1.0300,-0.0242,1.033
0.156452084,0.0733,1.0300,-0.0227,1.033
0.157005886,0.0728,1.0285,-0.0247,1.031
0.165977917,0.0709,1.0315,-0.0256,1.034
0.166468281,0.0694,1.0310,-0.0247,1.034
0.166670834,0.0660,1.0325,-0.0266,1.035
0.166934011,0.0684,1.0329,-0.0300,1.036
0.167611771,0.0596,1.0344,-0.0217,1.036
0.173452396,0.0631,1.0320,-0.0305,1.034
0.180211302,0.0626,1.0354,-0.0247,1.038
0.180560834,0.0626,1.0329,-0.0256,1.035
0.18193349,0.0616,1.0329,-0.0222,1.035
0.182256719,0.0606,1.0339,-0.0212,1.036
0.186369531,0.0587,1.0339,-0.0217,1.036
0.186748438,0.0582,1.0266,-0.0237,1.029
0.18690474,0.0587,1.0256,-0.0217,1.028
0.190774219,0.0552,1.0271,-0.0242,1.029
0.197121459,0.0527,1.0266,-0.0227,1.028
0.197460209,0.0533,1.0261,-0.0237,1.028
0.202727396,0.0533,1.0261,-0.0232,1.028
0.203345625,0.0518,1.0281,-0.0217,1.030
0.206430677,0.0527,1.0295,-0.0237,1.031
0.206846146,0.0523,1.0290,-0.0251,1.031
0.211352396,0.0523,1.0320,-0.0227,1.034
0.2119475,0.0523,1.0305,-0.0198,1.032
0.216702969,0.0543,1.0305,-0.0168,1.032
0.217207031,0.0557,1.0300,-0.0203,1.032
0.22173474,0.0518,1.0320,-0.0188,1.033
0.222315625,0.0582,1.0251,-0.0168,1.027
0.227256511,0.0562,1.0305,-0.0164,1.032
0.227845729,0.0591,1.0310,-0.0115,1.033
0.232262656,0.0645,1.0266,-0.0144,1.029
0.232772969,0.0655,1.0271,-0.0115,1.029
0.236544636,0.0689,1.0251,-0.0105,1.027
0.237159011,0.0758,1.0222,-0.0134,1.025
0.243348281,0.0753,1.0168,-0.0085,1.020
0.243791979,0.0782,1.0188,-0.0081,1.022
0.247786667,0.0821,1.0193,-0.0066,1.023
0.248419011,0.0782,1.0173,-0.0095,1.020
0.252895156,0.0758,1.0144,-0.0056,1.017
0.253686458,0.0758,1.0178,-0.0017,1.021
0.254098281,0.0733,1.0188,-0.0017,1.021
0.255962136,0.0733,1.0222,0.0013,1.025
0.261305625,0.0714,1.0193,0.0032,1.022
0.262104427,0.0660,1.0256,-0.0002,1.028
0.266488281,0.0611,1.0271,0.0003,1.029
0.267413125,0.0587,1.0325,0.0013,1.034
0.275356406,0.0552,1.0339,0.0057,1.035
0.27616724,0.0552,1.0354,0.0052,1.037
0.276517604,0.0538,1.0329,0.0013,1.034
0.276830156,0.0582,1.0285,-0.0002,1.030
0.282309896,0.0645,1.0271,-0.0012,1.029
0.282804896,0.0582,1.0300,-0.0046,1.032
0.287369948,0.0601,1.0266,-0.0027,1.028
0.28795849,0.0616,1.0315,-0.0071,1.033
0.298716146,0.0655,1.0329,-0.0051,1.035
0.299362083,0.0679,1.0364,-0.0046,1.039
0.299533333,0.0684,1.0300,-0.0042,1.032
0.299685,0.0694,1.0320,-0.0042,1.034
0.305389167,0.0684,1.0315,-0.0051,1.034
0.305908333,0.0640,1.0276,-0.0056,1.030
0.307897917,0.0675,1.0256,-0.0081,1.028
0.308241823,0.0684,1.0256,-0.0120,1.028
0.313073698,0.0635,1.0242,-0.0085,1.026
0.31367125,0.0621,1.0242,-0.0120,1.026
0.313897292,0.0626,1.0242,-0.0110,1.026
