time,gFx,gFy,gFz,TgF
0.001262,0.1251,1.0276,-0.0588,1.037
0.001584,0.1251,1.0300,-0.0559,1.039
0.006625,0.1187,1.0344,-0.0452,1.042
0.006946,0.1212,1.0354,-0.0344,1.043
0.010916,0.1217,1.0364,-0.0305,1.044
0.011198,0.1153,1.0388,-0.0208,1.045
0.017116,0.1114,1.0398,-0.0081,1.046
0.017452,0.1134,1.0403,-0.0017,1.046
0.022521,0.1143,1.0408,0.0071,1.047
0.022856,0.1080,1.0393,0.0101,1.045
0.026819,0.1060,1.0344,0.0179,1.040
0.027220,0.1036,1.0329,0.0237,1.038
0.032339,0.1046,1.0334,0.0252,1.039
0.032611,0.1036,1.0295,0.0277,1.035
0.032713,0.0992,1.0251,0.0267,1.030
0.035778,0.1016,1.0212,0.0272,1.027
0.041527,0.1060,1.0232,0.0296,1.029
0.041855,0.1051,1.0227,0.0340,1.029
0.045964,0.1055,1.0222,0.0360,1.028
0.046210,0.1055,1.0222,0.0320,1.028
0.051616,0.1021,1.0159,0.0350,1.022
0.051965,0.1051,1.0154,0.0301,1.021
0.056444,0.1075,1.0163,0.0320,1.023
0.056815,0.1094,1.0163,0.0320,1.023
0.062087,0.1104,1.0163,0.0325,1.023
0.062549,0.1168,1.0154,0.0306,1.023
0.066981,0.1212,1.0071,0.0301,1.015
0.067431,0.1265,1.0115,0.0267,1.020
0.071945,0.1261,1.0080,0.0267,1.016
0.072527,0.1285,1.0071,0.0237,1.016
0.077348,0.1290,1.0110,0.0203,1.019
0.077740,0.1358,1.0085,0.0228,1.018
0.091164,0.1368,1.0051,0.0179,1.015
0.092620,0.1402,1.0061,0.0208,1.016
0.093268,0.1422,1.0080,0.0208,1.018
0.093868,0.1451,1.0036,0.0164,1.014
0.094447,0.1485,1.0046,0.0203,1.016
0.094846,0.1480,1.0085,0.0150,1.019
0.106058,0.1480,1.0090,0.0140,1.020
0.106484,0.1505,1.0110,0.0125,1.022
0.106648,0.1554,1.0124,0.0120,1.024
0.106778,0.1529,1.0144,0.0140,1.026
0.106891,0.1519,1.0134,0.0071,1.025
0.107010,0.1578,1.0168,0.0086,1.029
0.113113,0.1524,1.0115,0.0135,1.023
0.113662,0.1490,1.0139,0.0125,1.025
0.122916,0.1485,1.0163,0.0189,1.027
0.123438,0.1544,1.0119,0.0213,1.024
0.123722,0.1480,1.0183,0.0228,1.029
