time,gFx,gFy,gFz,TgF
0.001132343,0.0405,1.0310,-0.1067,1.037
0.001512552,0.0435,1.0300,-0.1072,1.036
0.004347135,0.0454,1.0276,-0.1004,1.033
0.004799687,0.0483,1.0276,-0.0999,1.034
0.007294739,0.0498,1.0281,-0.0935,1.034
0.007662135,0.0513,1.0251,-0.0925,1.031
0.012541198,0.0543,1.0217,-0.0872,1.027
0.018840208,0.0513,1.0207,-0.0818,1.025
0.019144739,0.0493,1.0237,-0.0784,1.028
0.021293437,0.0513,1.0198,-0.0803,1.024
0.021545156,0.0552,1.0183,-0.0837,1.023
0.025483125,0.0488,1.0202,-0.0779,1.024
0.025818437,0.0508,1.0222,-0.0808,1.027
0.029903645,0.0474,1.0207,-0.0857,1.025
0.030329583,0.0469,1.0168,-0.0881,1.022
0.034024583,0.0498,1.0198,-0.0940,1.025
0.038603958,0.0503,1.0149,-0.0974,1.021
0.038924062,0.0483,1.0183,-0.1023,1.025
0.043746145,0.0474,1.0119,-0.1062,1.019
0.04403302,0.0483,1.0134,-0.1107,1.021
0.048317708,0.0479,1.0149,-0.1126,1.022
0.048574583,0.0498,1.0183,-0.1141,1.026
0.053369114,0.0488,1.0188,-0.1112,1.026
0.056992708,0.0474,1.0232,-0.1102,1.030
0.057251718,0.0483,1.0242,-0.1072,1.031
0.061662239,0.0493,1.0290,-0.1067,1.036
0.061920885,0.0454,1.0310,-0.1028,1.037
0.065903541,0.0503,1.0305,-0.0994,1.037
0.066211302,0.0454,1.0290,-0.0969,1.035
0.075316823,0.0435,1.0271,-0.0960,1.032
0.076097343,0.0469,1.0300,-0.0916,1.035
0.076477812,0.0396,1.0334,-0.0740,1.037
0.080970052,0.0195,1.0412,-0.0374,1.042
0.081622864,0.0327,1.0271,-0.0735,1.030
0.086526354,0.0381,1.0159,-0.0808,1.020
0.087104323,0.0420,1.0183,-0.0833,1.023
0.093056041,0.0425,1.0207,-0.0828,1.025
0.093633802,0.0444,1.0207,-0.0837,1.025
0.094016145,0.0439,1.0163,-0.0916,1.021
0.094326145,0.0449,1.0198,-0.0950,1.025
0.098357291,0.0444,1.0119,-0.0974,1.018
0.102275937,0.0464,1.0159,-0.1033,1.022
