time,gFx,gFy,gFz,TgF
0.001035312,-0.0498,1.0461,0.0228,1.048
0.001542656,-0.0493,1.0437,0.0272,1.045
0.007640312,-0.0503,1.0447,0.0252,1.046
0.007972812,-0.0493,1.0432,0.0252,1.045
0.008137968,-0.0518,1.0437,0.0311,1.045
0.008283906,-0.0518,1.0437,0.0311,1.045
0.016182968,-0.0533,1.0412,0.0311,1.043
0.016479791,-0.0543,1.0412,0.0296,1.043
0.016606406,-0.0567,1.0344,0.0277,1.036
0.016712708,-0.0513,1.0334,0.0316,1.035
0.023020833,-0.0567,1.0359,0.0296,1.038
0.02401375,-0.0548,1.0339,0.0311,1.036
0.026001666,-0.0557,1.0325,0.0281,1.034
0.026281093,-0.0596,1.0320,0.0247,1.034
0.031095573,-0.0601,1.0285,0.0277,1.031
0.031337812,-0.0616,1.0266,0.0272,1.029
0.036631458,-0.0611,1.0251,0.0301,1.027
0.036953125,-0.0631,1.0266,0.0296,1.029
0.037101145,-0.0670,1.0222,0.0306,1.025
0.042194479,-0.0679,1.0217,0.0316,1.024
0.045901875,-0.0684,1.0246,0.0316,1.027
0.046154635,-0.0694,1.0188,0.0325,1.022
0.051342031,-0.0723,1.0202,0.0320,1.023
0.051712448,-0.0679,1.0237,0.0350,1.027
0.055722968,-0.0670,1.0237,0.0384,1.027
0.055983385,-0.0650,1.0271,0.0403,1.030
0.061614791,-0.0611,1.0281,0.0403,1.031
0.061993541,-0.0606,1.0290,0.0413,1.032
0.062191718,-0.0611,1.0285,0.0433,1.031
0.066362135,-0.0557,1.0281,0.0443,1.031
0.071250677,-0.0518,1.0305,0.0452,1.033
0.071685833,-0.0483,1.0281,0.0433,1.030
0.076067552,-0.0508,1.0315,0.0477,1.034
0.076620625,-0.0498,1.0339,0.0423,1.036
0.082842552,-0.0435,1.0344,0.0486,1.036
0.083344166,-0.0415,1.0325,0.0472,1.034
0.087183854,-0.0405,1.0300,0.0433,1.032
0.087623906,-0.0391,1.0300,0.0452,1.032
0.08794901,-0.0342,1.0329,0.0403,1.034
0.091349062,-0.0352,1.0383,0.0408,1.040
0.096146562,-0.0352,1.0310,0.0389,1.032
0.09659052,-0.0308,1.0315,0.0355,1.033
0.109249166,-0.0317,1.0320,0.0350,1.033
0.110458645,-0.0342,1.0315,0.0325,1.033
0.111587031,-0.0371,1.0334,0.0335,1.035
0.112547656,-0.0366,1.0295,0.0306,1.031
0.113222343,-0.0396,1.0325,0.0350,1.034
0.114064375,-0.0415,1.0281,0.0325,1.029
0.114619062,-0.0449,1.0271,0.0320,1.029
0.127009479,-0.0435,1.0246,0.0301,1.026
0.127501562,-0.0444,1.0261,0.0301,1.028
0.127784791,-0.0459,1.0246,0.0301,1.026
0.128071614,-0.0454,1.0212,0.0291,1.023
0.128330104,-0.0430,1.0227,0.0311,1.024
0.132768697,-0.0410,1.0242,0.0325,1.025
0.13317151,-0.0400,1.0256,0.0340,1.027
0.138228333,-0.0337,1.0266,0.0340,1.028
0.138728229,-0.0254,1.0305,0.0394,1.032
0.138990885,-0.0215,1.0349,0.0418,1.036
0.146078125,-0.0288,1.0349,0.0408,1.036
0.14700177,-0.0371,1.0368,0.0374,1.038
0.14745677,-0.0420,1.0403,0.0320,1.042
0.155644791,-0.0479,1.0344,0.0360,1.036
0.156219114,-0.0483,1.0310,0.0286,1.033
0.156560677,-0.0538,1.0285,0.0237,1.030
0.156872135,-0.0562,1.0256,0.0194,1.027
0.163825729,-0.0582,1.0266,0.0174,1.028
0.164333437,-0.0596,1.0261,0.0159,1.028
0.173695052,-0.0679,1.0178,0.0159,1.020
0.174365937,-0.0616,1.0217,0.0154,1.024
0.174758437,-0.0635,1.0227,0.0174,1.025
0.175078906,-0.0591,1.0222,0.0159,1.024
0.183054166,-0.0601,1.0198,0.0169,1.022
0.183718645,-0.0562,1.0276,0.0208,1.029
0.184068333,-0.0591,1.0242,0.0194,1.026
0.184358593,-0.0601,1.0246,0.0208,1.027
0.188962291,-0.0606,1.0217,0.0213,1.024
0.18957302,-0.0616,1.0232,0.0252,1.025
0.196878385,-0.0601,1.0276,0.0281,1.030
0.197573854,-0.0640,1.0251,0.0262,1.027
0.197863489,-0.0635,1.0295,0.0281,1.032
0.198141302,-0.0611,1.0266,0.0296,1.029
0.212488645,-0.0601,1.0222,0.0286,1.024
0.212927291,-0.0626,1.0281,0.0340,1.031
0.213165052,-0.0611,1.0290,0.0316,1.031
0.213481562,-0.0591,1.0281,0.0340,1.030
0.213720416,-0.0587,1.0295,0.0364,1.032
0.213929583,-0.0601,1.0266,0.0364,1.029
0.218672708,-0.0552,1.0315,0.0384,1.034
0.219064843,-0.0523,1.0281,0.0413,1.030
0.219266302,-0.0538,1.0310,0.0389,1.033
0.225119375,-0.0543,1.0261,0.0384,1.028
0.231356822,-0.0513,1.0290,0.0374,1.031
0.231911979,-0.0538,1.0281,0.0399,1.030
0.232482604,-0.0508,1.0290,0.0428,1.031
0.232795781,-0.0518,1.0222,0.0418,1.024
0.238905572,-0.0533,1.0271,0.0438,1.029
0.239619947,-0.0518,1.0285,0.0452,1.031
0.243544947,-0.0533,1.0271,0.0482,1.030
0.244171979,-0.0508,1.0281,0.0496,1.031
0.248980885,-0.0527,1.0251,0.0511,1.028
0.24983,-0.0538,1.0232,0.0506,1.026
0.250173229,-0.0557,1.0227,0.0511,1.025
0.254628125,-0.0567,1.0222,0.0516,1.025
0.25921151,-0.0543,1.0232,0.0521,1.026
0.259829635,-0.0606,1.0227,0.0506,1.026
0.262294479,-0.0587,1.0232,0.0433,1.026
0.262747343,-0.0611,1.0251,0.0452,1.028
0.268341093,-0.0601,1.0227,0.0408,1.025
0.268868645,-0.0557,1.0256,0.0403,1.028
0.273601666,-0.0533,1.0246,0.0330,1.027
0.274178437,-0.0582,1.0266,0.0306,1.029
0.274412291,-0.0527,1.0281,0.0286,1.030
0.277755208,-0.0552,1.0300,0.0262,1.032
0.282905989,-0.0533,1.0266,0.0242,1.028
0.283414583,-0.0543,1.0271,0.0228,1.029
0.289969583,-0.0527,1.0271,0.0203,1.029
0.290749374,-0.0527,1.0256,0.0233,1.027
0.293407604,-0.0527,1.0256,0.0252,1.027
0.293942291,-0.0527,1.0276,0.0242,1.029
0.294281927,-0.0503,1.0222,0.0257,1.024
0.298425364,-0.0503,1.0227,0.0272,1.024
0.303751197,-0.0508,1.0183,0.0306,1.020
0.30426526,-0.0503,1.0217,0.0340,1.024
0.315271041,-0.0498,1.0251,0.0316,1.027
0.316043072,-0.0483,1.0251,0.0360,1.027
0.316392916,-0.0508,1.0256,0.0360,1.028
0.316706041,-0.0493,1.0246,0.0374,1.027
0.317963645,-0.0469,1.0242,0.0364,1.026
0.318948541,-0.0474,1.0261,0.0403,1.028
0.323442447,-0.0488,1.0256,0.0399,1.028
0.324390729,-0.0479,1.0232,0.0428,1.025
0.341037916,-0.0483,1.0256,0.0418,1.028
0.341742916,-0.0464,1.0242,0.0423,1.026
0.342032031,-0.0493,1.0266,0.0379,1.028
0.34224276,-0.0483,1.0290,0.0379,1.031
0.342427031,-0.0523,1.0310,0.0355,1.033
0.342591614,-0.0552,1.0290,0.0330,1.031
0.34276177,-0.0543,1.0349,0.0277,1.037
0.344379114,-0.0552,1.0364,0.0247,1.038
0.348832864,-0.0562,1.0290,0.0208,1.031
0.349136458,-0.0562,1.0364,0.0286,1.038
0.353010677,-0.0548,1.0349,0.0247,1.037
0.354069166,-0.0606,1.0310,0.0277,1.033
0.35923177,-0.0572,1.0339,0.0272,1.036
0.360015729,-0.0587,1.0334,0.0306,1.036
0.365368541,-0.0572,1.0295,0.0335,1.032
0.365937812,-0.0596,1.0305,0.0306,1.033
0.366272708,-0.0572,1.0315,0.0399,1.034
0.373908645,-0.0582,1.0300,0.0374,1.032
0.374835677,-0.0548,1.0281,0.0355,1.030
0.375213281,-0.0527,1.0246,0.0394,1.027
0.379627968,-0.0548,1.0285,0.0418,1.031
0.380168906,-0.0552,1.0246,0.0433,1.027
0.385788072,-0.0557,1.0271,0.0438,1.030
0.386738958,-0.0538,1.0246,0.0438,1.027
0.389864843,-0.0523,1.0246,0.0447,1.027
0.39135427,-0.0548,1.0271,0.0472,1.030
0.404473385,-0.0538,1.0266,0.0501,1.029
0.40627802,-0.0533,1.0256,0.0501,1.028
0.407139947,-0.0527,1.0222,0.0467,1.025
0.407942187,-0.0523,1.0246,0.0496,1.027
0.408656614,-0.0527,1.0246,0.0511,1.027
0.409446718,-0.0527,1.0232,0.0535,1.026
0.410282604,-0.0498,1.0227,0.0506,1.025
0.41101427,-0.0523,1.0232,0.0560,1.026
0.41169927,-0.0479,1.0227,0.0545,1.025
0.41299802,-0.0454,1.0198,0.0565,1.022
0.423054791,-0.0464,1.0188,0.0555,1.021
0.424443124,-0.0474,1.0212,0.0540,1.024
0.424896354,-0.0474,1.0183,0.0530,1.021
0.426861874,-0.0449,1.0183,0.0535,1.021
0.429842395,-0.0459,1.0198,0.0511,1.022
0.430295312,-0.0459,1.0198,0.0521,1.022
0.446088333,-0.0420,1.0173,0.0467,1.019
0.446647552,-0.0449,1.0193,0.0447,1.021
0.44686802,-0.0439,1.0227,0.0423,1.025
0.44703026,-0.0449,1.0198,0.0399,1.022
0.447207395,-0.0474,1.0237,0.0399,1.026
0.447365312,-0.0518,1.0227,0.0399,1.025
0.449054739,-0.0498,1.0261,0.0364,1.028
0.449484114,-0.0474,1.0242,0.0364,1.026
0.449646979,-0.0527,1.0232,0.0345,1.025
0.45515677,-0.0464,1.0261,0.0306,1.028
0.45977901,-0.0498,1.0305,0.0335,1.032
0.46054052,-0.0523,1.0325,0.0281,1.034
0.464182812,-0.0527,1.0300,0.0301,1.032
0.464707916,-0.0493,1.0320,0.0311,1.034
0.469089062,-0.0518,1.0364,0.0301,1.038
0.469783802,-0.0503,1.0329,0.0257,1.034
0.474108906,-0.0533,1.0290,0.0237,1.031
0.474608749,-0.0527,1.0334,0.0267,1.035
0.479043541,-0.0527,1.0329,0.0257,1.035
0.479846614,-0.0552,1.0310,0.0237,1.033
0.485052031,-0.0543,1.0334,0.0291,1.035
0.486014687,-0.0548,1.0359,0.0291,1.038
0.490179947,-0.0527,1.0349,0.0267,1.037
0.490757499,-0.0503,1.0359,0.0267,1.037
0.495451354,-0.0518,1.0349,0.0277,1.037
0.496047499,-0.0493,1.0359,0.0316,1.038
0.496616249,-0.0479,1.0373,0.0320,1.039
0.499656927,-0.0508,1.0383,0.0291,1.040
0.505976718,-0.0498,1.0408,0.0291,1.042
0.506947447,-0.0483,1.0339,0.0330,1.036
0.509663385,-0.0498,1.0373,0.0311,1.039
0.510245416,-0.0488,1.0349,0.0325,1.037
0.514426718,-0.0469,1.0359,0.0316,1.037
0.514803489,-0.0479,1.0354,0.0316,1.037
0.515008958,-0.0454,1.0315,0.0311,1.033
0.519645104,-0.0425,1.0305,0.0355,1.032
0.523853541,-0.0444,1.0315,0.0311,1.033
0.52412677,-0.0479,1.0325,0.0379,1.034
0.529232499,-0.0454,1.0339,0.0301,1.035
0.530343593,-0.0469,1.0290,0.0325,1.031
0.530642499,-0.0503,1.0295,0.0311,1.031
0.534446926,-0.0483,1.0295,0.0291,1.031
0.539232031,-0.0548,1.0281,0.0277,1.030
